ecole,auteur,date,note,contenu,url
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,isep2018,15/12/2018,5.0,"Une très bonne école d'ingénieur: des promotions très soudées, un personnel très engagé et un enseignement de très grande qualité. Une école qui forme non seulement des ingénieurs techniquement compétents mais aussi ouverts d'esprit, sensible aux enjeux de la société et qui possède une très grande capacité d'adaptation.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Hello,08/12/2018,5.0,L'ambiance de l'école  est très agréable. Le diplôme est valorisé dans le monde de l'entreprise.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Paris,05/12/2018,5.0,Franchement l'isep est une très bonne école.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Aymeric,29/11/2018,1.0,C'est bien l'unique compétence de l'administration de cette école : poster des propos convenus et lénifiants pour dire du bien de l'école sur les réseaux sociaux en se faisant passer pour des étudiants...,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,can19,28/11/2018,5.0,"Le cycle ingénieur proposé à l'ISEP mêle cours théoriques et travaux en groupes, qui nous permettent de progresser au contact des autres. En plus des cours scientifiques, nous avons des cours de formation managériale et d'enseignement culturel qui développent notre créativité et viennent compléter notre profil d'ingénieur du numérique.La vie associative est bien développée : BDE, BDA, A.S, Junior Entreprise, asso humanitaire,... Etre dans une asso est très enrichissant !",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Chîlî,26/11/2018,3.5,"Comparons l'ISEP au communisme : De bonnes intentions mais une mise en place à chier.La prépa intégré était un vrai challenge, expliqué par le fait que les profs n'étaient pas de l'ISEP mais de STANISTLAS,  mais depuis mon arrivé dans le cycle ingénieur : délusions totale :( .L'école essaye de faire nous faire travailler par projets, mais le résultats est catastrophique : sur cinq, on s'en tire bien si deux font le taff.Vous voulez avoir votre diplôme sans grand effort (on commence le taff des partiels 1 semaines avant pour les plus motivés) : VENEZ !Un rattrapage ? Pas grave vous en aurez un deuxièmes si vous ratez le premier !Un deuxièmes rattrapage ? Pas de paniques vous aurez un travail à la maison ! (sans rire, ils ont viré un excellent professeur qui voulait mettre des élèves en rattrapages, mais le directeur voulait qu'il soit plus indulgent, ils avait 3 de moyennes).Les bâtiments sont jolies et la vie associative très cool !Donc pour résumer : Vous voulez glander et avoir votre diplôme ? l'ISEP est faites pour vous !Vous voulez obtenir de vraies connaissances : Trouvez n'importe quoi d'autre ;)",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Laura,01/11/2018,2.0,"Je pensais m'inscrire dans une école d'ingénieurs, je découvre des cours qui n'ont aucune cohérence, les salles changent chaque semaine, parfois il n'y a pas de profs, et l'essentiel de notre temps a été consacré à des projets chronophages sans intérêt si ce n'est apprendre à faire un poster en groupe...",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Aymeric,15/10/2018,2.8,"Depuis 2 ans, l'ISEP n'est qu'un chaos croissant. Heureusement qu'on a plein de temps pour l'extra-scolaire",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,François,22/09/2018,1.0,"Arnaque, toutes ces prétentions de pédagogies novatrices ne servent en réalité qu'à nous enfumer au sujet du trop faible taux d'encadrement""La novlangue est destinée, non à étendre, mais à diminuer le domaine de la pensée""",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,JBêêêê,12/08/2018,5.0,"L'ISEP est une super école qui prépare super bien à la vie proffessionnelle. Elle est particulièrement innovante grâce à l'apprentissage par projets sans problèmes, où les apprenants sont face à un problème à résoudre en groupe pendant plusieurs semaines. Cela permet à tous le monde d'aller à son rythme, la pression de la validation à tous prix étant écarté. Le management de l'école a vraiment a coeur que les apprenants apprenent plus sur le plan relationnel que technique (cf supra), et cela se ressent dans l'ambiance général",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,BJL,17/06/2018,2.5,"Tout pour la com', rien pour les cours",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,MisterL,24/05/2018,4.5,"L'ISEP permet de par son cadre de vie et sa grande proximité avec les entreprises de vivre une expérience agréable et enrichissante en vue d'une carrière future. L'un de ses principaux atouts est l'apprentissage par projet. Tous parachutés au sein de groupes de six dans lesquels personne, sauf rares exceptions, ne se connait, il est nécessaire de faire preuve d'adaptabilité et de mettre en place un esprit d'équipe. De nombreuses difficultés seront rencontrées, mais ce qui était en début d'année un travail de groupe devient un véritable travail d'équipe. On sort grandi de cette expérience tant sur le plan professionnel que sur le plan des relations humaines et du leadership",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,PaulGarnier,14/05/2018,5.0,"Je suis étudiant à l'ISEP et je suis ravi d'avoir intégré cette école : on nous forme sur des métiers d'avenir, les associations sont variés, l'ambiance est top.L'ISEP est une superbe école qui possède deux bâtiments : un au centre de Paris dans le 6ème et un autre à Issy-Les-Moulineaux où l'immense terrain permet de se libérer pendant les pauses.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,TristanK,12/05/2018,5.0,"L'ISEP est une des écoles d'ingénieurs en France préparant le mieux à l'insertion professionnelle de ces diplômés.Les locaux sont modernes et agréables (WiFi fibré, multiples projecteurs, salles de libre pour y travailler tranquillement, imprimantes 3D, labo d'électronique / optique, espaces verts, etc.).A l'ISEP, les ingénieurs généralistes du futur se préparent :- Génie logiciel ;- Data analyst ;- Architecte SI ;- Expert IOT ;- Ingénieur en cybersécurité ;- Electronicien ;...Quel que soit le parcours, la qualité de l'enseignement reste irréprochable.Le semestre obligatoire à l'étranger (dont les destinations, telle que l'école de renommée mondiale Stanford aux USA, sont diverses et excellentes) garantie un niveau en langue parfait.Enfin, l'insertion professionnelle à l'ISEP est une force rare.L'alternance est extrêmement enrichissante et surtout la Junior-Entreprise de l'ISEP (Junior ISEP : seconde meilleure Junior-Entreprise de France en ingénierie en 2017) garantie une expérience professionnelle exceptionnelle.Plus d'info sur https://www.juniorisep.com/ !Pour résumé, l'ISEP est une excellente école de renommée nationale et pleine de ressources.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,ivax,11/05/2018,4.5,Un cadre très bien situé avec des cours proposant une pédagogie innovante qui répond aux attentes de l'entreprise ! Très fier d'avoir été formé à l'ISEP en passant par cycle intégré international.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Antoine,11/05/2018,4.8,"L'ISEP c'est l'opportunité de travailler beaucoup pour apprendre énormément, mais aussi de garder du temps pour ses projets parallèles. Ceux qui trouvent qu'ils manquent de travail n'ont pas compris le  concept de vie associative et ce n'est pas ce qui manque dans l'école. Que ce soit par le BDE, l'AS ou les associations professionnalisantes, il y a de nombreuses opportunités de construire son propre parcours.Mention spéciale à Junior ISEP qui offre une perspective nouvelle à de nombreux élèves sur leur parcours, c'est une association qui valorise grandement l'apprentissage dans l'école.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Aymeric,11/05/2018,4.5,"L'ISEP se démarque des autres écoles grâce à son milieu associatif riche et diversifié. On y trouve des associations concernant tous les domaines : Junior-Entreprise, BDE, cinéma, sport, gaming, musique, humanitaire. On a ainsi la chance de pouvoir s'investir dans les choses qui nous tiennent à cœur et l'expérience offerte par ces 'extras' est très enrichissante.Un très bon exemple et la Junior-Entreprise de l'école qui fait partie du Top 10 des J.E. françaises. Si on a la motivation et la chance de pouvoir l'intégrer (grosse sélectivité), cela est un énorme plus sur le CV.Pour moi, ce point-là est très important, car en sortant d'écoles d'ingénieurs ce qui nous différenciera vraiment n'est pas nécessairement la provenance du diplôme, mais plutôt les 'extras' que l'on a faits en plus des cours.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,AmelieP,11/05/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Paul,13/04/2018,2.0,"Grand nimporte quoi, la pédagogie est basée sur l'apprentissage par projet mais en fait y'a du travail pour 2 et on est en groupe de 6, tout ça pour que les touristes valident. Les profs sont démotivés et ne s'impliquent pas. Je suis hyper déçu. Et on se demande ou passe notre fric",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,aymericbdb,25/02/2018,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,ljb,24/02/2018,4.8,"Locaux : bâtiment exceptionnel, tout neuf, avec un parc (metro Corentin Celton) ...+ bâtiments à 5 minutes de la gare MonparnasseJobs, stages , alternance : 100% d'insertion (salaire moyen 44k) , 170 apprentisNumérique : 100% d'insertion, il doit bien y avoir une raison...Equipe éducative : 18 enseignants-chercheurs (dont 5 HDR) plein temps et qui publient, une dizaine d'enseignants non chercheurs permanents.Service logement pour élèves étrangers et provinciaux",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Étudiant75,17/02/2018,3.5,"École bien reconnu par les entreprises avec de belles opportunités et de bons salaires à la sortie.Cependant énormément de problèmes administratifs sont présents dans cette école, l'administration n'écoute pas ses étudiants, elle n'aide pas les élèves en difficultés mais préfère les punir par des redoublements ou des départs à l'étranger annulé au dernier moment. Beaucoup de professeurs pas au niveau. Beaucoup de promesses m'avaient été faites avant d'entrer à isep et très peu ont été tenu(camp d'été compris dans le prix annulé et non remboursé, aide aux élèves en difficultés....).",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Parisien75,30/01/2018,4.8,"Bonne école, avec niveau académique acceptable, répondant aux besoins du marché en France et bon réseau d'anciens à des postes à responsabilité, donc excellente intégration professionnelle. Ambiance un peu gâchée par l'arrogance et l'excès de confiance de certains élément aux résultats très justes, attirés par le business et la finance, qui obtiennent des ""diplômes d'ingénieur"" sans avoir construit de réelle culture générale scientifique (concerne seulement parcours SI et Business Intelligence...).  Pour le reste, l'école forme de vrais ingénieurs qui s'intègrent très vite aux petites et grandes entreprises, avec souvent, de très beaux parcours à la clé.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Alexisbdb,25/01/2018,4.8,"École dynamique, proposant 2 cycles de prépa intégrées (classique et international). École Généraliste dans le domaine du numérique proposant de nombreuses spécialisations",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Alexisbdb,24/01/2018,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Louis,22/12/2017,5.0,"Excellent compromis pour effectuer une formation d'ingénieur, avec ds prépas intégrées digne ds plus grandes.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Ljb,19/12/2017,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,JB,26/10/2017,4.5,"Ecole très appréciée & recherché dans le domaine professionnel.Un bon plus pour le cursus par Apprentissage très intéressant et valorisé.Nouvelle approche ""par apprentissage projet"" bien mis en valeur.Un petit Bémol tout de même pour la taille des laboratoires réduites de l'époque (Normalement refait à neuf post 2013..)",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Institut Superieur D Electronique De Paris Ecole D Ingenieurs Du Numerique 6948,Kant,02/01/2017,5.0,"Ecole proche des entreprises, innovante et bien située (Paris et très proche banlieue). Bonne ambiance et associations vivantes. Expérience à l'étranger obligatoire dans le cursus (6 mois minimum pour 90% des élèves). J'ai trouvé un CDI dans le numérique en 1 mois, je ne regrette pas mon choix.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-institut-superieur-d-electronique-de-paris-ecole-d-ingenieurs-du-numerique-6948.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Jean-François,01/11/2024,4.5,j'ai trouvé que les professeurs avaient un très haut niveau,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Lou,15/02/2024,4.8,"Excellente qualité de cours, merci l'ENSAIT pour ces connaissances techniques sur le process de fabrication des textiles!",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Frédéric,28/09/2023,4.5,J’ai beaucoup appris et ai fait une carrière passionnante grâce à cette ecole,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Math,11/02/2023,4.5,Étudiante en dernière année d'école d'ingénieur,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Michel Gyrez,15/01/2023,2.0,"Je ne pensais pas écrire cela un jour mais... Je suis plus que déçu par cette école. La gestion de la vie étudiante, des plannings, des stages est proches du néant. Mon avis en rejoint d'autres : il n'y a que très peu de suivi de étudiants et le côté pédagogique est inexistant. Il a fallu faire des pieds et des mains pour obtenir mon contrat d'alternance signé en temps en en heure auprès de l'administration... En cas de besoin ou d'imprévu, les délais de réponse sont à rallonge.Au final, il faut s'en cesse relancer, être dans un rapport de force pour obtenir quelque chose d'assez simple finalement.D'autres personnes ont eu des soucis similaires voire pires.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,FOMO,01/09/2021,1.3,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,MF,25/07/2021,2.3,Mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Grode,25/04/2021,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Tuon,31/03/2021,2.0,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,freeze,24/07/2020,4.8,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,FériaN,20/05/2020,4.5,"Beaucoup de matériel est à disposition des étudiants pour pouvoir apprendre le domaine textile, les locaux sont immenses et permettent d'avoir des TP ""industriels"" pour mieux comprendre le domaine. L'ensemble des enseignants-chercheurs est sensible à l'écoute des étudiants. L'administration est très présente pour aider à trouver un stage, alternante, jobs!",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,FériaN,25/07/2018,4.8,"Des locaux qui font rêver tout étudiant (surtout la bibliothèque digne de Harry Potter). Les enseignants n'hésite pas à répondre par mail et à nous aider. L'équipement numérique est encore un peu vieux, mais les travaux effectués dans toutes les salles informatiques présagent beaucoup d'améliorations ! L'ambiance et la vie à l'école sont vraiment un gros coup de coeur. La plateforme de l'ENSAIT pour l'alternance et l'aide pour les stages aident grandement à l'insertion professionnel.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Kawa,11/06/2018,4.0,Expérience moyenne,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,salma,26/04/2018,1.0,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,alex,26/04/2018,1.0,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,lakapo,14/11/2017,3.0,"Sur le papier, c'est parfait.. Mais il y a deux gros problèmes :- La plupart des profs dont des anciens de l'école qui protègent leur job en enseignant des disciplines obsolètes- Le taux d'insertion des diplômés est catastrophique, en témoigne les niveaux de salaires de sortie pour des ingénieurs qui ne semblent pas désirables..- L'ecole a totalement loupé le coche des nouvelles technologies liées au textile à cause d'un corps professoral conservateur et soucieux de son emploi",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,C.legrand,08/09/2017,1.0,Très mauvaise expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,za,14/08/2017,5.0,/,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure Des Arts Et Industries Textiles 5737,Apite,29/03/2017,4.3,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-des-arts-et-industries-textiles-5737.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Johnny El feghaly,25/08/2023,5.0,Haut niveau,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Tib,14/02/2023,5.0,Formation par apprentissage d’excellence avec des professeurs particulièrement investis dans la filière Informatique (spécialité cybersécurité et e-paiement),https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,P2003,04/12/2021,4.5,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,pierre,27/12/2019,4.8,"J'ai vraiment apprécié cette école, les cours sont clairs, les enseignants à l'écoute, le matériel pédagogique récent. Je ne peux que conseiller cette école.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Benoît HCK,22/03/2019,4.5,L'école forme à un très bon niveau académique.,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,mJne,04/02/2018,3.8,"La formation pour le mastère est trés bien faite , vous trouverez votre compte , les cours sont trés intéressants et les profs trés à l'écoute des étudiants , pour le stage , il faudra vous y prendre trés tôt , si vous vous y prenez bien vous n'aurez pas de difficulté à le trouver , l'école vous coache et vous accompagne aussi .Cependant nous regrettons le départ de l'ancienne assistante administrative , la nouvelle est trop dure et peut facilement vous manquer de respect .Prenez ça en compte pour les professionnels qui ne sont pas habitués à ce genre de traitements qui vous rabaissent et peut  toucher à votre orgeuil .",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Vision,06/12/2017,4.5,"Pour les gens qui cherchent une complémentarité dans le domaine de la monétique pour l'ajouter à leur formation de base, vous avez frappé à la bonne porte. Grâce à l'ensicaen je découvre une autre facette de la technologie liée au paiement électronique. Suivre ce mastère me donne une opportunité d'être en phase avec les évolutions technologiques de la monétique et de continuer à apprendre afin de pouvoir tirer le meilleur profit.",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Etudiant_MTS,06/12/2017,4.3,"La formation est trés intéressante , vous serez loin d'être déçus , en seulement deux mois de formations vous commencerez à parler et comprendre le langage des monéticiens..seulement il faudra vous préparer et vider vos esprits avant de venir...une fois commencée les cours s'enchainent et en fin d'année vous aurez déjà eu beaucoup d'informations...pour ma part c'est ce que je cherchais et je n'ai pas regretté mon choix...loin de là... les cours sont beaucoup plus portés sur la compréhension que sur la paperasse , les profs n'hésitent pas à revenir pour vous éclairer...Bon courage pour les futurs auditeurs .",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,MBS,06/12/2017,4.8,"Excellente école :D Bonne équipe pédagogique, formation intéressante et de très bons locaux. Très bonne atmosphère également. Un étudiant de MTS",https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,qwer,10/11/2017,5.0,Très bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
Etablissement Ecole Nationale Superieure D Ingenieurs De Caen 3919,Ancien2003,06/06/2017,4.3,Bonne expérience,https://www.letudiant.fr/etudes/annuaire-enseignement-superieur/etablissement/etablissement-ecole-nationale-superieure-d-ingenieurs-de-caen-3919.html
